Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Nigeria/Plateau State,Inter-group,136,Nigeria - Plateau State Process,Africa (excl MENA),1901,Declaration of Intent and Signatures,2013-07-10,Multiparty signed/agreed,22,836,IntraLocal,Pre,Prin,"Signatures
Chairman of the Afizere Steering Committee Agwom Nyam Isha
Chairman of the Anaguta Steering Committee Aminu Agwom Zang
Chairman of the Berom Steering Committee Dr. Da Jonah Madugu
Chairman of the Fulani Steering Committee Alhaji Shehu Buba
Chairman of the Hausa Steering Committee Alhaji Umaru Sani",,,NGA,,475,,NA,NA,NA,NA,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,1
Nigeria/Plateau State,Inter-group,136,Nigeria - Plateau State Process,Africa (excl MENA),1898,Declaration of Intent (by the Fulani Dialogue Steering Committee) ,2013-05-19,Multiparty signed/agreed,7,22800,IntraLocal,Pre,Prin,"1. Alhaji Shebu Buba, Chairman [Signed]
2. Salihu Musa Umar, Secretary [Signed]
3. Arda Idris Gidado, Member [Signed]
4. Haruna Boro Usaini, Member [Signed]
5. Nura Abdullahi, Member [Signed]
6. Mohammed Adam, Member [Signed]
7. Danladi Chiroma, Member [Signed]
8. Ardo Mahmud Adam, Member [Signed]
9. Alh. Bello Uthman, Member [Signed]",The Humanitarian Dialogue Centre.,"The Fulani dialogue was one of five facilitated by the HD Centre within the same two-week period, the other being among the Afizere, Anaguta, Berom and Hausa.",NGA,,475,,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
Nigeria/Plateau State,Inter-group,136,Nigeria - Plateau State Process,Africa (excl MENA),1897,Peace Declaration (by the Hausa Community) ,2013-05-19,Unilateral document,7,6302,IntraLocal,Pre,Prin,"Hausa Steering Committee:
1.	Alhaji Umaru Sani, Chairman, [Signed]
2.	Hon. Ibrahim Dasuki Salihu Nakande, Vice-Chairman
3.	Alhaji Shehu Ibrahim Masallah, member, [Signed]
4.	Hon. Nazifi Ahmad, member, [Signed]
5.	Engr. Mansur Nakande, member, [Signed]
6.	Engr. Hassan Hussaini (mni), member, [Signed]
7.	Alhaji Baba Bala Muhammad, Secretary, [Signed]
8.	Alhaji Danjuma Ibrahim B/Ladi, member, [Signed]
9.	Alhaji Sani Mu’azu, Sub Committee Chairman, [Signed]
10.	Alhaji Sani Mudi, member
11.	Alhaji Haruna Tanko Wada, member, [Signed]
12.	Bashiru Shu’aibu Jibrin, member, [Signed]
13.	Alhaji Ibrahim Sale Hassan, member, [Signed]
14.	Alhaji Muhammad Auwal, member, [Signed]
15.	Alhaji Danladi Pasali, member, [Signed]
16.	Hon. Aminu Baba, member, [Signed]
","Humanitarian Dialogue Centre, Geneva",,NGA,,475,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
North Korea/South Korea,Territory,84,North Korea - South Korea interstate process,Asia and Pacific,2105,September 19th Pyongyang Declaration,2018-09-19,Multiparty signed/agreed,3,5436,Inter,Pre,Conf,"South Korea's President Moon Jae-in
North Korean leader Kim Jong-un",,Panmunjeom Declaration,PRK,KOR,731,732,235,NA,NA,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
North Korea/South Korea,Territory,84,North Korea - South Korea interstate process,Asia and Pacific,2104,"Panmunjom Declaration for Peace, Prosperity and Unification of the Korean Peninsula
",2018-04-27,Multiparty signed/agreed,3,7450,Inter,Pre,Conf,"Moon Jae‐in, President, Republic of Korea;
Kim Jong Un, Chairman, State Affairs Commission, Democratic People’s Republic of Korea",,"general mention of all previous agreements 
October 2 2007 Declaration 
Non-aggression Agreement",PRK,KOR,731,732,235,NA,NA,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
North Korea/South Korea,Territory,84,North Korea - South Korea interstate process,Asia and Pacific,1073,Declaration on the Advancement of South-North Korean Relations Peace and Prosperity,2007-10-04,Multiparty signed/agreed,4,8055,Inter,SubPar,MultIss,"Roh Moo-hyun, President, Republic of Korea;
Kim Jong Il, Chairman, National Defense Commission Democratic People’s Republic of Korea;",,"Page 1, Untitled Preamble
... At the meetings and talks, the two sides have reaffirmed the spirit of the June 15 Joint Declaration and had frank discussions on various issues related to realizing the advancement of South-North relations, peace on the Korean Peninsula, common prosperity of the Korean people and unification of Korea.
Expressing confidence that they can forge a new era of national prosperity and unification on their own initiative if they combine their will and capabilities, the two sides declare as follows, in order to expand and advance South-North relations based on the June 15 Joint Declaration:

Page 1,
1. The South and the North shall uphold and endeavor actively to realize the June 15 Declaration.
... The South and the North will work out ways to commemorate the June 15 anniversary of the announcement of the South-North Joint Declaration to reflect the common will to faithfully carry it out.

Page 2,
4. ... With regard to the nuclear issue on the Korean Peninsula, the South and the North have agreed to work together to implement smoothly the September 19, 2005 Joint Statement and the February 13, 2007 Agreement achieved at the Six-Party Talks.",KOR,PRK,732,731,235,,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
North Korea/South Korea,Territory,84,North Korea - South Korea interstate process,Asia and Pacific,541,South-North Joint Declaration,2000-06-15,Multiparty signed/agreed,2,2235,Inter,Pre,Conf,"Kim Dae-jung, President, The Republic of Korea;
Kim Jong-il, Chairman, National Defense Commission, The Democratic People s Republic of Korea;",,,KOR,PRK,732,731,235,,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
North Korea/South Korea,Territory,84,North Korea - South Korea interstate process,Asia and Pacific,1232,"Agreement on Reconciliation, Non-Aggression, and Exchanges and Cooperation between South and North Korea",1991-12-13,Multiparty signed/agreed,3,7097,Inter,Pre,PreMix,"Chung Won-shik, Prime Minister, Republic of Korea, Chief delegate of the South delegation to the South-North High-Level Talks;
Yon Hyong-muk, Premier, Administration Council, Democratic People's Republic of Korea, Head of the North delegation to the South-North High-Level Talks;",,"Page 1, Untitled Preamble
... Reaffirming the three principles of unification set forth in the July 4 (1972) South-North Joint Communique;

Page 1, CHAPTER I: SOUTH-NORTH RECONCILIATION
Article 5: The two sides shall endeavor together to transform the present state of armistice into a solid state of peace between the South and the North and shall abide by the present Military Armistice Agreement (of July 27, 1953) until such a state of peace has been realized.

Page 3, CHAPTER III: SOUTH-NORTH EXCHANGES AND COOPERATION
Article 23: A South-North Exchanges and Cooperation Commission shall be established within the framework of the South-North High-Level Talks within one (1) month of the coming into force of this Agreement with a view to discussing concrete measures to ensure the implementation and observance of the accords on South-North exchanges and cooperation.",KOR,PRK,732,731,235,,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
North Korea/United States of America,Territory,32,US-North Korea interstate process,Cross-regional,223,Agreed Framework between the United States of America and the Democratic People's Republic of Korea,1994-10-21,Multiparty signed/agreed,4,6966,Inter,SubPar,Iss,"Robert L. Gallucci, Head of Delegation of the United States of America, Ambassador at Large of the United States of America;
Kang Sok Ju, Head of the Delegation of the Democratic People's Republic of Korea, First Vice-Minister of Foreign Affairs of the Democratic People's Republic of Korea;",,"Page 1,
... Both sides reaffirmed the importance of attaining the objectives contained in the August 12, 1994 Agreed Statement between the U.S. and the DPRK and upholding the principles of the June 11, 1993 Joint Statement of the U.S. and the DPRK to achieve peace and security on a nuclear-free Korean peninsula. The U.S. and the DPRK decided to take the following actions for the resolution of the nuclear issue:

Page 1-2, I. Both sides will cooperate to replace the DPRK’s graphite-moderated reactors and related facilities with light-water reactor (LWR) power plants.
1) In accordance with the October 20, 1994 letter of assurance from the U.S. President, the U.S. will undertake to make arrangements for the provision to the DPRK of a LWR project with a total generating capacity of approximately 2,000 MW(e) by a target date of 2003.
... – As necessary, the U.S. and the DPRK will conclude a bilateral agreement for cooperation in the field of peaceful uses of nuclear energy.

Page 3, III. Both sides will work together for peace and security on a nuclearfree Korean peninsula.
2) The DPRK will consistently take steps to implement the North-South Joint Declaration on the Denuclearization of the Korean Peninsula.

Page 3-4, IV. Both sides will work together to strengthen the international nuclear non proliferation regime.
3) When a significant portion of the LWR project is completed, but before delivery of key nuclear components, the DPRK will come into full compliance with its safeguards agreement with the IAEA (INFCIRC/403), including taking all steps that may be deemed necessary by the IAEA, following consultations with the Agency with regard to verifying the accuracy and completeness of the DPRK’s initial report on all nuclear material in the DPRK.",PRK,USA,731,2,235,,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Pakistan/Taliban,Government/territory,86,Pakistan-Taliban process,Cross-regional,735,Swat Peace Accord,2009-02-16,Multiparty signed/agreed,1,1131,Intra,SubPar,MultIss,Taliban; Pakistani Government,,,PAK,,770,,404,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Pakistan/Taliban,Inter-group,86,Pakistan-Taliban process,Cross-regional,1530,Peace Agreement in North Waziristan (Miranshah Peace Accord),2006-09-05,Multiparty signed/agreed,4,10018,Intra,SubPar,MultIss,"Party No.1:         The Political Agent North Waziristan representing the Governor of NWFP and the Federal government (of Pakistan)

Party No.2.:        Tribal elders of North Waziristan of Utmanzai tribe.
",,,PAK,,770,,404,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,1
Pakistan/Taliban,Government/territory,86,Pakistan-Taliban process,Cross-regional,1531,Shakai Peace Agreement,2004-07-05,Multiparty signed/agreed,1,1961,Intra,SubPar,Iss,"The members and elders of tribe Isperka, Musa Khel, [six tribe names illegible], residents of the territory of Shakai, District Wana; South Waziristan Agency.
[Three Signatories]",,,PAK,,770,,404,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Palestine,Inter-group,33,"Palestine, Intra-Palestian agreements",Middle East and North Africa,1969,An agreement by the Fatah and Hamas movements to end Palestinian division (Fatah-Hamas Agreement),2017-10-12,Multiparty signed/agreed,2,2932,Intra,Imp,ExtSub,"Leader of Fatah delegation, Azzam al-Ahmad;
Hamas deputy politburo chief, Salah al-Arouri;",Government of Egypt (President Abd al-Fatah al-Sisi),"Palestinian National Accord” on May 4, 2011",,,,,234,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Palestine,Inter-group,33,"Palestine, Intra-Palestian agreements",Middle East and North Africa,1541,Fatah-Hamas Agreement,2014-09-25,Multiparty signed/agreed,4,6789,Intra,Imp,ImpMod,Hamas; Fatah,,,ISR,,666,,234,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Palestine,Inter-group,33,"Palestine, Intra-Palestian agreements",Middle East and North Africa,1409,"The Fatah-Hamas Unity Agreement, Cairo",2011-05-03,Multiparty signed/agreed,3,3381,Intra,SubPar,Iss,Hamas and Fatah,Egypt,Palestinian National Unity Accord 2009; ,ISR,,666,,234,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
